request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_228,3845261.94,not_affordable,not_recommended,none,,none,"Not recommended right now: only IDR 3,845,261.94 can be paid without dropping below the IDR 26,191,200 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2026-04-30. First salary of IDR 30400000 confirmed for credit on 2026-04-15, consistent with prior recurring payroll pattern."
request_229,407.13,not_affordable,not_recommended,none,2024-05-15,none,"Not recommended right now: only EUR 407.13 can be paid without dropping below the EUR 1,000 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2024-05-23. Bank confirms a previous debit attempt (event_21101) failed; the bill remains outstanding and another debit attempt is pending, so it should not be treated as a settled outflow yet."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 in full on 2025-08-06. This keeps at least EUR 2,000 available through the 90-day forecast. One household's employment income ended; employer confirms remaining recurring confirmed monthly income at EUR 2827 as of 2025-08-05 (previously the household received both a primary ~EUR 1752.74 salary and a second income stream)."
request_231,29579.58,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-03-15,reduce_to:event_21305:845.90,"Use 3 installments of ZAR 12,378.08 starting 2026-01-06, totaling ZAR 37,134.24. This keeps the balance at or above ZAR 24,300 at every step. This requires reducing dining to its minimum to free up enough cash."
request_232,399.9,not_affordable,not_recommended,none,,none,"Not recommended right now: only EUR 399.90 can be paid without dropping below the EUR 2,400 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2024-08-15. First salary of EUR 2772 confirmed for 2024-06-15, consistent with the existing payroll pattern."
request_233,0.0,not_affordable,not_recommended,none,,none,"Not recommended right now: no part of this can be paid without dropping below the IDR 10,365,700 you want to keep. Committed expenses over the next 90 days consume the available headroom before 2025-12-17."
request_234,252.5,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"Wait and pay the full EUR 1,213.30 on 2026-09-15, once the balance can safely absorb it."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,"Pay USD 967.20 in full on 2024-09-06. This keeps at least USD 700 available through the 90-day forecast. Foreign-currency refund still processing as of 2024-08-30; the final home-currency credited amount is not yet known, so no amount can be recorded."
request_236,5253305.38,not_affordable,not_recommended,none,,none,"Not recommended right now: only IDR 5,253,305.38 can be paid without dropping below the IDR 16,768,600 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-02-23. PocketVest investment value shown has declined, but the investment has not been sold; this is an unrealized valuation change with no cash impact (related event_21785 not detailed in this batch)."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 in full on 2026-04-05. This keeps at least IDR 22,431,500 available through the 90-day forecast. Seasonal contract has ended; no off-season income or contract renewal is confirmed, so no future income should be assumed."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05 starting 2024-12-07, totaling USD 690.15. This keeps the balance at or above USD 700 at every step. One household income source ended; remaining confirmed monthly salary is USD 912 (permanent change) effective after 2024-11-15."
request_239,642.0,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 in full on 2025-05-04. This keeps at least USD 600 available through the 90-day forecast.
request_240,13491.65,not_affordable,not_recommended,none,,none,"Not recommended right now: only INR 13,491.65 can be paid without dropping below the INR 52,800 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2026-03-20. First salary of INR 62000 confirmed for credit date 2026-01-15, consistent with existing payroll pattern."
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67 starting 2024-03-17, totaling IDR 21,894,080.01. This keeps the balance at or above IDR 19,252,000 at every step. Seasonal contract with Riverline Retail ended after the 2023-12-15 payment; no off-season income or renewal confirmed as of 2024-02-29."
request_242,0.0,not_affordable,not_recommended,none,,none,"Not recommended right now: no part of this can be paid without dropping below the EUR 600 you want to keep. Committed expenses over the next 90 days consume the available headroom before 2025-08-25. Confirmed regular salary of EUR 968 scheduled to start 2025-08-15 (first month, event_22212, was a prorated EUR 532.40)."
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 in full on 2026-07-07. This keeps at least ZAR 19,900 available through the 90-day forecast."
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 in full on 2024-06-04. This keeps at least ZAR 45,900 available through the 90-day forecast."
request_245,31979.05,affordable_with_plan,wait,2026-01-15:128500,,reduce_to:event_22583:2075,"Wait and pay the full INR 128,500 on 2026-01-15, once the balance can safely absorb it. This requires reducing dining to its minimum to free up enough cash. Salary of USD 1680 confirmed for settlement on 2025-11-15, consistent with prior recurring payroll pattern; final home-currency amount depends on settlement-date FX rate."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48 starting 2026-04-03, totaling ZAR 66,649.44. This keeps the balance at or above ZAR 39,300 at every step. Employment ended per employer notice; no further regular salary payments scheduled beyond final settlement."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 in full on 2024-09-05. This keeps at least EUR 1,300 available through the 90-day forecast. Employer confirms the temporary reduced monthly pay of EUR 1528.56 continues for the next payroll cycle; this is described as temporary, not a permanent change."
request_248,1178.93,affordable_with_plan,partial_payment,2025-02-07:1178.93|2025-02-11:786.67,2025-02-11,none,"Pay USD 1,178.93 today (2025-02-07) and the remaining USD 786.67 on 2025-02-11. This keeps at least USD 1,300 available throughout. Employer confirms a raised base salary of USD 1548 (from USD 928.8) as of 2025-02-02; commission amounts remain pending approval and are excluded until earned."
request_249,130.63,affordable_later,wait,2026-03-15:643.20,2026-03-15,none,"Wait and pay the full USD 643.20 on 2026-03-15, once the balance can safely absorb it. Following the reduced December payment (event_22869, unpaid leave), the next payroll cycle returns to the normal USD 702 salary."
request_250,15007.81,not_affordable,not_recommended,none,,none,"Not recommended right now: only ZAR 15,007.81 can be paid without dropping below the ZAR 35,300 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-01-18. First salary from new employer confirmed at ZAR 53680 for 2024-12-15, consistent with the already-established new-employer payroll amount."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Not recommended: EUR 1,513.60 would itself stay above the EUR 1,300 you want to keep, but none of the payment options offered for this request fit the methods you accept (installments, partial_payment)."
request_252,4328234.55,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Wait and pay the full IDR 28,082,000 on 2026-09-15, once the balance can safely absorb it."
request_253,1330.51,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,reduce_to:event_23305:45.50,"Use 3 installments of EUR 984.60 starting 2024-03-21, totaling EUR 2,953.80. This keeps the balance at or above EUR 2,300 at every step. This requires reducing dining to its minimum to free up enough cash. A previous debit attempt for a bill (event_23306) failed; the bill remains outstanding and another debit attempt is expected. No reversal or settlement confirmed yet."
request_254,836.2,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"Wait and pay the full USD 3,535.20 on 2025-10-15, once the balance can safely absorb it. Quarterly bonus amount and payment date remain unapproved/pending as of 2025-07-29; do not count until confirmed."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 in full on 2026-04-06. This keeps at least IDR 9,813,900 available through the 90-day forecast."
request_256,145685.49,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-08-15,reduce_to:event_23553:3490,"Use 3 installments of INR 75,816 starting 2024-06-10, totaling INR 227,448. This keeps the balance at or above INR 168,600 at every step. This requires reducing dining to its minimum to free up enough cash. First salary of INR 214000 confirmed for 2024-06-15, consistent with the existing payroll pattern."
request_257,296.46,affordable_with_plan,wait,2026-01-15:1352.40,,reduce_to:event_23673:43,"Wait and pay the full USD 1,352.40 on 2026-01-15, once the balance can safely absorb it. This requires reducing dining to its minimum to free up enough cash."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 in full on 2026-01-07. This keeps at least USD 500 available through the 90-day forecast."
request_259,440.51,affordable_later,wait,2024-11-15:935,2024-11-15,none,"Wait and pay the full EUR 935 on 2024-11-15, once the balance can safely absorb it. Previous debit attempt for an outstanding bill (event_23855) failed; the bill remains open and another debit attempt may occur."
request_260,6361699.84,not_affordable,not_recommended,none,,none,"Not recommended right now: only IDR 6,361,699.84 can be paid without dropping below the IDR 20,727,700 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-04-18."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 in full on 2026-07-03. This keeps at least EUR 1,500 available through the 90-day forecast. Bank confirms a matching debit and credit in the account resulted from a transfer between the user's own two accounts (internal transfer, both under the same account holder); no specific event ids were provided to exclude."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 in full on 2024-12-05. This keeps at least IDR 31,018,500 available through the 90-day forecast. One household's employment income ended; employer confirms remaining recurring confirmed monthly income at IDR 48260000 as of 2024-11-23."
request_263,4925.25,not_affordable,not_recommended,none,,none,"Not recommended right now: only ZAR 4,925.25 can be paid without dropping below the ZAR 24,100 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-06-15. Salary of EUR 1485 confirmed for 2025-05-15, converted at the settlement-date rate; consistent with existing payroll pattern."
request_264,22053.1,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Wait and pay the full INR 111,300 on 2026-06-15, once the balance can safely absorb it. Investment holding's displayed market value has fallen; no units sold and no cash transaction occurred, so this does not affect cash flow."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Pay INR 45,970 in full on 2024-03-06. This keeps at least INR 189,700 available through the 90-day forecast. Seasonal contract ended per employer notice 2024-02-28; no off-season income or renewal confirmed."
request_266,935.0,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Use 3 installments of EUR 324.13 starting 2025-08-03, totaling EUR 972.39. This keeps the balance at or above EUR 900 at every step. Portfolio market value (event_24534) has risen but no units were sold; this is an unrealized gain, not cash, and must not be counted as available funds."
request_267,1557.19,not_affordable,not_recommended,none,2026-03-15,none,"Not recommended right now: only EUR 1,557.19 can be paid without dropping below the EUR 1,500 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2026-03-17. A recent purchase was charged in a foreign currency; the final home-currency amount is determined only at settlement, so no amount should be assumed yet."
request_268,1032.18,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22 starting 2024-06-14, totaling EUR 2,523.66. This keeps the balance at or above EUR 1,400 at every step. Prize claim verified but still in payment processing and not yet credited; not counted until settled."
request_269,0.0,not_affordable,not_recommended,none,,none,"Not recommended right now: no part of this can be paid without dropping below the ZAR 23,100 you want to keep. Committed expenses over the next 90 days consume the available headroom before 2026-01-02."
request_270,57.96,not_affordable,not_recommended,none,,none,"Not recommended right now: only USD 57.96 can be paid without dropping below the USD 1,400 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2026-08-30."
request_271,16257.2,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Wait and pay the full INR 91,300 on 2024-11-15, once the balance can safely absorb it. Message confirms the INR 46350 one-time arrears adjustment (already recorded as event_24921) is a one-off, separate from the INR 103000 regular salary."
request_272,5885838.28,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67 starting 2025-02-12, totaling IDR 14,128,400.01. This keeps the balance at or above IDR 7,508,600 at every step. Quarterly bonus amount and payment date remain unapproved/pending as of 2025-02-02; do not count until confirmed."
request_273,9192347.08,affordable_with_plan,partial_payment,2026-04-07:9192347.08|2026-04-15:6668652.92,2026-04-15,none,"Pay IDR 9,192,347.08 today (2026-04-07) and the remaining IDR 6,668,652.92 on 2026-04-15. This keeps at least IDR 18,774,600 available throughout. A matching debit and credit are an internal transfer between the user's own two accounts (a wash, not new cash), but no event ids were shown to identify which entries."
request_274,2078.42,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-02-15,none,"Use 3 installments of EUR 940.75 starting 2024-12-04, totaling EUR 2,822.25. This keeps the balance at or above EUR 1,800 at every step. Foreign-currency refund still processing; final home-currency credit amount not yet known, so no amount can be recorded."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 in full on 2025-05-06. This keeps at least IDR 12,760,100 available through the 90-day forecast. Merchant confirms a refund for order tied to event_25342 has been initiated but not yet credited to the account; do not count as settled cash until it lands (up to ten business days)."
